ProductID,ProductName,CategoryID,SubCategory,SupplierID,CostPrice,UnitPrice,LaunchDate,Status
P-1002,Kanem Sneakers,CAT-05,Footwear,SUP-031,40212.34,68450,2021-01-07,Active
P-1003,Ankara House Ankara Gown,CAT-05,Women's Wear,SUP-031,27395.8,43250,2020-07-02,Active
P-1004,Sleek Studio Office Dress,CAT-05,Women's Wear,SUP-029,20919.02,38350,2019-01-05,Active
P-1005,Nike Court Slides,CAT-05,Footwear,SUP-030,37572.94,64100,2023-09-20,Active
P-1006,Sleek Studio Senator Kaftan XL,CAT-05,Men's Wear,SUP-028,38418.02,63400,2019-05-23,Active
P-1007,Rosies Leather Handbag XL,CAT-05,Bags & Accessories,SUP-028,50961.63,91450,2018-09-23,Active
P-1008,Sleek Studio Bubu Kaftan XL,CAT-05,Women's Wear,SUP-030,7541.07,14000,2018-07-03,Active
P-1009,Adidas Lite Slides XL,CAT-05,Footwear,SUP-032,36102.14,61350,2019-06-26,Discontinued
P-1010,Adidas Lite Heeled Pumps XL,CAT-05,Footwear,SUP-032,55634.63,90750,2021-01-01,Active
P-1011,Rosies Belt Genuine Leather XL,CAT-05,Bags & Accessories,SUP-028,32332.4,55100,2018-05-10,Active
P-1012,Sleek Studio Chinos Trousers XL,CAT-05,Men's Wear,SUP-030,45510.32,82550,2024-06-15,Active
P-1013,Rosies Bubu Kaftan XL,CAT-05,Women's Wear,SUP-030,16501.6,29950,2019-06-10,Active
P-1014,Ankara House Office Dress XL,CAT-05,Women's Wear,SUP-031,14514.12,24900,2021-09-01,Active
P-1015,Polo Classic Formal Shirt XL,CAT-05,Men's Wear,SUP-032,49755.28,86900,2018-05-24,Active
P-1016,Polo Classic Chinos Trousers XL  ,CAT-05,Men's Wear,SUP-032,15406.74,27800,2020-04-29,Active
P-1017,Sleek Studio Blouse & Skirt Set XL,CAT-05,Women's Wear,SUP-031,28353.61,49950,2019-06-13,Active
P-1018,Rosies Wristwatch Classic XL,CAT-05,Bags & Accessories,SUP-029,53298.44,93200,2018-04-03,Active
P-1019,Adidas Lite Heeled Pumps XL,CAT-05,Footwear,SUP-032,51190.22,97300,2020-05-14,Active
P-1020,Sleek Studio Wristwatch Classic XL,CAT-05,Bags & Accessories,SUP-031,26539.84,44600,2018-06-04,Active
P-1021,Sleek Studio Belt Genuine Leather XL,CAT-05,Bags & Accessories,SUP-030,43063.5,66150,2023-01-19,Active
P-1022,Ankara House Ankara Gown XL,CAT-05,Women's Wear,SUP-029,8554.19,17700,2020-07-14,Active
P-1023,Polo Classic Chinos Trousers XL,CAT-05,Men's Wear,SUP-028,22047.18,40250,2024-07-08,Active
P-1024,Sleek Studio Senator Kaftan XL,CAT-05,Men's Wear,SUP-030,8036.1,14650,2019-08-18,Active
P-1025,Rosies Wrapper 6yds XL,CAT-05,Women's Wear,SUP-029,24639.81,40850,2023-02-23,Discontinued
P-1026,Sleek Studio Backpack XL,CAT-05,Bags & Accessories,SUP-031,38389.17,66800,2018-08-08,Active
P-1027,House of Bunmi Senator Kaftan XL,CAT-05,Men's Wear,SUP-030,40770.01,67050,2019-09-03,Active
P-1028,Sleek Studio Wrapper 6yds XL,CAT-05,Women's Wear,SUP-029,25197.33,44450,2023-08-01,Active
P-1029,Ankara House Bubu Kaftan XL,CAT-05,Women's Wear,SUP-028,61197.38,105050,2021-01-02,Active
P-1030,Nike Court Slides XL,CAT-05,Footwear,SUP-030,52047.59,84350,2024-02-23,Active
P-1031,Sleek Studio Formal Shirt XL,CAT-05,Men's Wear,SUP-030,41232.52,77450,2023-09-12,Active
P-1032,Sleek Studio Polo Shirt XL,CAT-05,Men's Wear,SUP-032,36972.05,63000,2022-08-18,Active
P-1033,Sleek Studio Senator Kaftan XL,CAT-05,Men's Wear,SUP-029,45098.54,79050,2023-10-29,Active
P-1034,Zara Lagos Office Dress XL,CAT-05,Women's Wear,SUP-029,18046.32,35150,2018-09-09,Active
P-1035,Nike Court Slides XL,CAT-05,Footwear,SUP-032,64069.0,100250,2023-03-08,Active
P-1036,Sleek Studio Office Dress XL,CAT-05,Women's Wear,SUP-031,13605.37,25900,2019-07-05,Active
P-1037,Polo Classic Polo Shirt XL,CAT-05,Men's Wear,SUP-031,42004.75,76950,2019-09-30,Active
P-1038,Kanem Heeled Pumps XL,CAT-05,Footwear,SUP-032,14293.59,25250,2023-07-05,Active
P-1039,Nike Court Slides XL,CAT-05,Footwear,SUP-030,46647.14,80450,2021-06-30,Active
P-1040,House of Bunmi Chinos Trousers XL,CAT-05,Men's Wear,SUP-028,20244.36,33900,2023-11-15,Active
P-1041,Polo Classic Agbada 3pc XL,CAT-05,Men's Wear,SUP-031,26894.27,46400,2018-08-01,Active
P-1042,Kanem Belt Genuine Leather XL,CAT-05,Bags & Accessories,SUP-028,31139.26,54200,2019-12-07,Active
P-1043,Zara Lagos Wrapper 6yds XL,CAT-05,Women's Wear,SUP-029,16859.84,25650,2019-11-27,Active
P-1044,House of Bunmi Agbada 3pc XL,CAT-05,Men's Wear,SUP-029,8893.0,14300,2023-07-02,Active
P-1045,Rosies Polo Shirt XL,CAT-05,Men's Wear,SUP-031,31386.37,51850,2018-05-27,Active
P-1046,Adidas Lite Sneakers XL,CAT-05,Footwear,SUP-030,42692.32,71400,2020-07-14,Active
P-1047,Sleek Studio Office Dress XL,CAT-05,Women's Wear,SUP-029,55952.34,99400,2024-07-31,Active
P-1048,Sleek Studio Wrapper 6yds XL,CAT-05,Women's Wear,SUP-028,47739.64,86600,2023-07-16,Active
P-1049,Rosies Agbada 3pc XL,CAT-05,Men's Wear,SUP-030,7401.64,14000,2023-03-11,Active
P-1050,Rosies Wrapper 6yds XL,CAT-05,Women's Wear,SUP-031,19094.68,32550,2022-09-17,Active
P-1051,Polo Classic Senator Kaftan XL,CAT-05,Men's Wear,SUP-029,10958.77,17800,2024-05-08,Active
P-1052,Rosies Bubu Kaftan XL,CAT-05,Women's Wear,SUP-031,17919.33,32050,2018-01-24,Active
P-1053,Ankara House Bubu Kaftan XL,CAT-05,Women's Wear,SUP-030,41319.84,70550,2018-02-28,Active
P-1054,Adidas Lite Slides XL,CAT-05,Footwear,SUP-030,48051.68,86850,2018-02-08,Discontinued
P-1055,House of Bunmi Formal Shirt XL,CAT-05,Men's Wear,SUP-030,15237.8,24800,2019-11-15,Active
P-1056,Clarks NG Heeled Pumps XL,CAT-05,Footwear,SUP-032,4269.59,7600,2021-02-06,Active
P-1057,House of Bunmi Formal Shirt XL,CAT-05,Men's Wear,SUP-032,48453.79,89300,2022-07-24,Active
P-1058,Rosies Wristwatch Classic XL,CAT-05,Bags & Accessories,SUP-028,12640.94,24100,2019-07-08,Active
P-1059,Sleek Studio Senator Kaftan XL,CAT-05,Men's Wear,SUP-030,23403.41,41050,2018-06-03,Active
P-1060,Clarks NG Office Loafers XL,CAT-05,Footwear,SUP-030,35966.42,77150,2022-05-02,Active
P-1061,Rosies Belt Genuine Leather XL,CAT-05,Bags & Accessories,SUP-029,49520.42,82600,2023-04-06,Active
P-1062,Rosies Leather Handbag XL,CAT-05,Bags & Accessories,SUP-028,50043.38,83550,2018-11-20,Active
P-1063,Clarks NG Heeled Pumps XL,CAT-05,Footwear,SUP-028,39246.99,70750,2020-03-30,Active
P-1064,Kanem Sneakers XL,CAT-05,Footwear,SUP-031,31525.18,48750,2019-12-15,Active
P-1065,Sleek Studio Chinos Trousers XL,CAT-05,Men's Wear,SUP-030,39704.53,67150,2019-12-27,Active
P-1066,House of Bunmi Chinos Trousers XL,CAT-05,Men's Wear,SUP-029,17342.69,31550,2023-11-26,Active
P-1067,Kanem Belt Genuine Leather XL,CAT-05,Bags & Accessories,SUP-031,54361.56,92800,2022-05-26,Active
P-1068,Zara Lagos Wrapper 6yds XL,CAT-05,Women's Wear,SUP-032,56482.37,86700,2018-07-03,Active
P-1069,Rosies Bubu Kaftan XL,CAT-05,Women's Wear,SUP-030,21365.27,38400,2019-12-10,Active
P-1070,Kanem Travel Duffel XL,CAT-05,Bags & Accessories,SUP-028,50038.56,92150,2020-08-05,Active
P-1071,Sleek Studio Bubu Kaftan XL,CAT-05,Women's Wear,SUP-030,51869.82,86800,2023-07-04,Active
P-1072,Sleek Studio Wristwatch Classic XL,CAT-05,Bags & Accessories,SUP-030,4521.07,8100,2018-01-21,Active
P-1073,Sleek Studio Blouse & Skirt Set XL,CAT-05,Women's Wear,SUP-032,24514.01,43650,2020-05-09,Active
P-1074,Ankara House Blouse & Skirt Set XL,CAT-05,Women's Wear,SUP-029,43532.92,77050,2018-12-17,Active
P-1075,Sleek Studio Ankara Gown XL,CAT-05,Women's Wear,SUP-029,9937.29,19600,2020-07-15,Active
P-1076,Zara Lagos Office Dress XL,CAT-05,Women's Wear,SUP-029,30996.62,53600,2019-01-24,Discontinued
P-1077,House of Bunmi Chinos Trousers XL,CAT-05,Men's Wear,SUP-031,22561.12,43550,2024-07-10,Active
P-1078,Rosies Agbada 3pc XL,CAT-05,Men's Wear,SUP-029,44480.37,69600,2019-12-12,Discontinued
P-1079,Rosies Polo Shirt XL,CAT-05,Men's Wear,SUP-031,58395.1,93850,2024-09-02,Active
P-1080,Nike Court Heeled Pumps XL,CAT-05,Footwear,SUP-032,19027.73,32100,2023-10-09,Active
P-1081,Cerelac Formula Stage 2 400g,CAT-06,Baby Food,SUP-034,11958.37,18100,2022-07-17,Active
P-1082,Avent Sippy Cup,CAT-06,Feeding,SUP-035,15398.72,22200,2023-12-20,Active
P-1083,Avent Bottle Brush Set  ,CAT-06,Feeding,SUP-034,7869.75,11050,2018-11-30,Active
P-1084,Avent Breast Pump Manual,CAT-06,Feeding,SUP-033,24036.35,36750,2018-08-31,Active
P-1085,Cussons Baby Jelly 250ml,CAT-06,Baby Bath & Care,SUP-034,6630.89,10400,2023-07-26,Active
P-1086,Frisolac Formula Stage 1 900g,CAT-06,Baby Food,SUP-035,10834.5,16650,2019-12-10,Active
P-1087,LeapStart Teether Set,CAT-06,Toys,SUP-001,10724.52,15100,2020-08-23,Active
P-1088,Dr Brown's Steriliser,CAT-06,Feeding,SUP-034,31352.71,45400,2021-05-08,Active
P-1089,NAN Baby Rice 250g,CAT-06,Baby Food,SUP-035,9121.76,12900,2019-06-29,Active
P-1090,My Boy Formula Stage 2 400g,CAT-06,Baby Food,SUP-001,13189.13,19150,2023-02-12,Active
P-1091,Ameda Breast Pump Manual,CAT-06,Feeding,SUP-035,43820.57,62000,2023-09-03,Active
P-1092,Frisolac Formula Stage 2 400g,CAT-06,Baby Food,SUP-035,12180.41,17700,2022-02-24,Active
P-1093,Mamuwa Stacking Rings,CAT-06,Toys,SUP-001,11787.97,16750,2021-05-27,Active
P-1094,Cussons Baby Breast Pump Manual,CAT-06,Feeding,SUP-034,5639.75,7700,2024-05-07,Active
P-1095,Huggies Diapers Midi 58ct,CAT-06,Diapers & Wipes,SUP-001,10244.96,14350,2019-04-10,Active
P-1096,Cerelac Formula Stage 1 900g,CAT-06,Baby Food,SUP-034,6676.4,8950,2023-12-08,Active
P-1097,Johnson's Jelly 250ml,CAT-06,Baby Bath & Care,SUP-035,6250.7,8350,2023-12-30,Active
P-1098,Cussons Baby Diapers Jumbo 44ct,CAT-06,Diapers & Wipes,SUP-034,10434.08,16450,2018-04-27,Active
P-1099,Molfix Swim Pants 20ct,CAT-06,Diapers & Wipes,SUP-003,13270.37,20950,2022-01-23,Active
P-1100,SMA Gold Infant Cereal 400g,CAT-06,Baby Food,SUP-001,8391.58,12000,2018-11-20,Active
P-1101,Sebamed Baby Lotion 400ml,CAT-06,Baby Bath & Care,SUP-001,5258.04,7000,2022-10-03,Active
P-1102,NAN Infant Cereal 400g,CAT-06,Baby Food,SUP-033,5512.46,7400,2018-06-24,Active
P-1103,Cussons Baby Bottle Brush Set,CAT-06,Feeding,SUP-035,8022.95,11150,2018-12-25,Active
P-1104,FirstPlay Push Walker,CAT-06,Toys,SUP-035,3448.01,5300,2024-03-23,Active
P-1105,Cussons Baby Baby Powder 200g,CAT-06,Baby Bath & Care,SUP-034,6807.17,9500,2018-05-17,Active
P-1106,FirstPlay Stacking Rings,CAT-06,Toys,SUP-003,15683.59,20950,2019-06-09,Active
P-1107,Johnson's Bath Set,CAT-06,Baby Bath & Care,SUP-035,1619.76,2400,2019-08-09,Active
P-1108,Cussons Baby Swim Pants 20ct,CAT-06,Diapers & Wipes,SUP-003,13698.34,21800,2024-01-13,Active
P-1109,LeapStart Stacking Rings,CAT-06,Toys,SUP-033,3670.57,5450,2024-09-15,Active
P-1110,Ameda Bottle Brush Set,CAT-06,Feeding,SUP-001,1873.59,2450,2023-10-18,Active
P-1111,Dr Brown's Breast Pump Manual,CAT-06,Feeding,SUP-003,10011.92,13500,2021-02-06,Active
P-1112,FirstPlay Teether Set,CAT-06,Toys,SUP-035,23309.9,38650,2020-01-24,Active
P-1113,LeapStart Push Walker,CAT-06,Toys,SUP-001,16537.51,23300,2021-09-07,Active
P-1114,NAN Formula Stage 2 400g,CAT-06,Baby Food,SUP-003,14306.7,20700,2024-10-25,Active
P-1115,Mamuwa Push Walker,CAT-06,Toys,SUP-003,2864.65,3850,2019-03-07,Active
P-1116,Pampers Diapers Midi 58ct,CAT-06,Diapers & Wipes,SUP-034,4917.05,7400,2024-08-05,Active
P-1117,Huggies Diapers Jumbo 44ct,CAT-06,Diapers & Wipes,SUP-001,4965.51,6800,2018-08-08,Active
P-1118,Johnson's Baby Lotion 400ml,CAT-06,Baby Bath & Care,SUP-003,11215.24,16350,2019-09-27,Active
P-1119,Pampers Diapers Jumbo 44ct,CAT-06,Diapers & Wipes,SUP-034,10073.57,15450,2024-06-25,Active
P-1120,Cerelac Infant Cereal 400g,CAT-06,Baby Food,SUP-035,11341.84,17700,2023-04-15,Active
P-1121,LeapStart Activity Gym,CAT-06,Toys,SUP-003,5086.87,7350,2022-05-20,Active
P-1122,Pampers Baby Wipes 3pk,CAT-06,Diapers & Wipes,SUP-034,13338.45,19000,2018-04-15,Active
P-1123,FirstPlay Musical Mobile,CAT-06,Toys,SUP-034,24135.17,34400,2023-08-16,Active
P-1124,Johnson's Baby Shampoo,CAT-06,Baby Bath & Care,SUP-001,6499.49,9250,2022-07-10,Active
P-1125,Cussons Baby Sippy Cup,CAT-06,Feeding,SUP-034,20204.92,25900,2019-08-27,Active
P-1126,Frisolac Baby Rice 250g,CAT-06,Baby Food,SUP-003,16207.28,22350,2021-05-12,Active
P-1127,LeapStart Musical Mobile,CAT-06,Toys,SUP-033,26187.8,38550,2021-01-26,Active
P-1128,Avent Feeding Bottle 260ml,CAT-06,Feeding,SUP-035,20354.21,27800,2021-04-29,Active
P-1129,Ameda Steriliser,CAT-06,Feeding,SUP-003,9082.01,12250,2024-08-14,Active
P-1130,SMA Gold Formula Stage 2 400g,CAT-06,Baby Food,SUP-003,17852.43,25850,2023-01-18,Active
P-1131,Sebamed Baby Powder 200g,CAT-06,Baby Bath & Care,SUP-035,2921.84,4250,2022-10-05,Active
P-1132,Molfix Diapers Jumbo 44ct,CAT-06,Diapers & Wipes,SUP-035,7158.2,10700,2018-08-31,Active
P-1133,My Boy Formula Stage 1 900g,CAT-06,Baby Food,SUP-034,16414.95,21750,2018-03-14,Active
P-1134,Pampers Swim Pants 20ct,CAT-06,Diapers & Wipes,SUP-003,8418.04,11300,2020-04-16,Active
P-1135,Ameda Feeding Bottle 260ml,CAT-06,Feeding,SUP-034,15219.44,22100,2019-11-17,Active
P-1136,My Boy Infant Cereal 400g,CAT-06,Baby Food,SUP-001,13497.22,18550,2019-01-18,Active
P-1137,Frisolac Infant Cereal 400g,CAT-06,Baby Food,SUP-034,4081.52,5750,2018-07-03,Active
P-1138,Huggies Baby Wipes 3pk,CAT-06,Diapers & Wipes,SUP-001,4242.71,6150,2019-05-16,Active
P-1139,Mamuwa Musical Mobile,CAT-06,Toys,SUP-033,18480.74,28750,2020-03-19,Active
P-1140,Avent Steriliser,CAT-06,Feeding,SUP-003,14373.58,21100,2021-01-03,Active
P-1141,Dr Brown's Bottle Brush Set,CAT-06,Feeding,SUP-001,42660.52,61850,2021-10-31,Active
P-1142,Cussons Baby Baby Wipes 3pk,CAT-06,Diapers & Wipes,SUP-033,11575.8,16700,2021-05-08,Active
P-1143,Dr Brown's Sippy Cup,CAT-06,Feeding,SUP-035,40311.06,56550,2021-07-20,Active
P-1144,FirstPlay Activity Gym,CAT-06,Toys,SUP-034,23993.46,35000,2023-12-10,Active
P-1145,Cussons Baby Baby Lotion 400ml,CAT-06,Baby Bath & Care,SUP-033,4837.76,6550,2022-01-13,Active
P-1146,Dr Brown's Feeding Bottle 260ml,CAT-06,Feeding,SUP-001,38588.94,54600,2020-10-08,Active
P-1147,NAN Formula Stage 1 900g,CAT-06,Baby Food,SUP-003,4904.7,7250,2020-08-21,Active
P-1148,Cerelac Baby Rice 250g,CAT-06,Baby Food,SUP-035,18101.22,26100,2022-05-14,Active
P-1149,SMA Gold Formula Stage 1 900g,CAT-06,Baby Food,SUP-035,10816.34,15300,2023-01-02,Active
P-1150,Johnson's Baby Powder 200g,CAT-06,Baby Bath & Care,SUP-033,1086.94,1550,2018-07-17,Active
P-1151,Huggies Swim Pants 20ct,CAT-06,Diapers & Wipes,SUP-033,12718.99,18000,2023-11-10,Active
P-1152,Cussons Baby Diapers Midi 58ct,CAT-06,Diapers & Wipes,SUP-034,2197.31,3150,2021-07-02,Active
P-1153,Molfix Baby Wipes 3pk,CAT-06,Diapers & Wipes,SUP-035,2237.16,3100,2021-04-01,Active
P-1154,Cussons Baby Feeding Bottle 260ml,CAT-06,Feeding,SUP-035,19395.46,29150,2021-03-25,Active
P-1155,Mamuwa Teether Set,CAT-06,Toys,SUP-034,1552.96,2250,2021-03-30,Active
P-1156,Cussons Baby Baby Shampoo,CAT-06,Baby Bath & Care,SUP-003,6381.2,8800,2022-07-21,Active
P-1157,Sebamed Baby Shampoo,CAT-06,Baby Bath & Care,SUP-034,11001.8,15650,2021-08-02,Active
P-1158,Molfix Diapers Midi 58ct,CAT-06,Diapers & Wipes,SUP-001,5209.56,7350,2024-10-08,Active
P-1159,Mamuwa Activity Gym,CAT-06,Toys,SUP-001,16282.74,21750,2020-10-07,Active
P-1160,My Boy Baby Rice 250g,CAT-06,Baby Food,SUP-033,22907.69,31850,2022-11-21,Active
P-1161,SMA Gold Baby Rice 250g,CAT-06,Baby Food,SUP-034,13744.13,20650,2023-05-27,Active
P-1162,Sebamed Jelly 250ml,CAT-06,Baby Bath & Care,SUP-034,10740.92,16300,2023-04-15,Active
P-1163,Cussons Baby Bath Set,CAT-06,Baby Bath & Care,SUP-033,6710.05,9350,2018-11-15,Active
P-1164,Sebamed Bath Set,CAT-06,Baby Bath & Care,SUP-003,2057.73,2950,2019-02-22,Active
P-1165,Ameda Sippy Cup,CAT-06,Feeding,SUP-034,5278.5,6850,2018-06-24,Active
P-1166,Cussons Baby Steriliser,CAT-06,Feeding,SUP-035,38973.54,57100,2024-10-15,Active
P-1167,Cerelac Formula Stage 2 400g XL,CAT-06,Baby Food,SUP-034,20946.73,28650,2021-07-21,Active
P-1168,Avent Bottle Brush Set XL,CAT-06,Feeding,SUP-003,10134.89,15150,2023-10-20,Active
P-1169,Pampers Diapers Jumbo 44ct XL,CAT-06,Diapers & Wipes,SUP-034,11914.65,17050,2018-09-22,Active
P-1170,Avent Steriliser XL,CAT-06,Feeding,SUP-035,4063.98,5600,2023-02-05,Active
P-1171,Johnson's Baby Powder 200g XL,CAT-06,Baby Bath & Care,SUP-001,4715.44,7200,2019-05-22,Active
P-1172,Ameda Feeding Bottle 260ml XL,CAT-06,Feeding,SUP-001,28626.71,39250,2018-07-26,Active
P-1173,SMA Gold Formula Stage 1 900g XL,CAT-06,Baby Food,SUP-003,21463.4,31300,2022-08-25,Active
P-1174,Ameda Steriliser XL,CAT-06,Feeding,SUP-003,1616.01,2450,2021-06-02,Active
P-1175,Ameda Bottle Brush Set XL,CAT-06,Feeding,SUP-035,39262.08,59550,2019-01-18,Active
P-1176,FirstPlay Teether Set XL,CAT-06,Toys,SUP-001,18239.03,25950,2023-02-06,Discontinued
P-1177,Mamuwa Musical Mobile XL,CAT-06,Toys,SUP-001,23179.78,33500,2024-09-06,Active
P-1178,Cussons Baby Sippy Cup XL,CAT-06,Feeding,SUP-001,9140.69,12950,2023-07-11,Active
P-1179,SMA Gold Infant Cereal 400g XL,CAT-06,Baby Food,SUP-001,15699.19,21950,2023-12-11,Active
P-1180,Pampers Diapers Midi 58ct XL,CAT-06,Diapers & Wipes,SUP-035,8215.48,11800,2021-08-14,Active
P-1181,Cussons Baby Baby Powder 200g XL,CAT-06,Baby Bath & Care,SUP-003,11131.26,15550,2022-12-01,Active
P-1182,Huggies Diapers Midi 58ct XL,CAT-06,Diapers & Wipes,SUP-003,13277.33,18100,2019-12-03,Active
P-1183,Cussons Baby Jelly 250ml XL,CAT-06,Baby Bath & Care,SUP-033,6529.37,10100,2019-01-10,Active
P-1184,Ameda Sippy Cup XL,CAT-06,Feeding,SUP-003,2674.09,3550,2021-06-09,Active
P-1185,Pampers Swim Pants 20ct XL,CAT-06,Diapers & Wipes,SUP-001,15031.28,21200,2024-07-18,Active
P-1186,Mamuwa Activity Gym XL,CAT-06,Toys,SUP-034,27527.05,37150,2022-11-02,Active
P-1187,Avent Bottle Brush Set XL,CAT-06,Feeding,SUP-001,37671.27,55750,2021-07-03,Active
P-1188,Dr Brown's Breast Pump Manual XL,CAT-06,Feeding,SUP-001,49927.45,67900,2018-11-15,Active
P-1189,Johnson's Bath Set XL,CAT-06,Baby Bath & Care,SUP-003,3247.11,4750,2023-07-11,Active
P-1190,NAN Baby Rice 250g XL,CAT-06,Baby Food,SUP-033,20333.67,27800,2022-01-08,Discontinued
P-1191,Mamuwa Stacking Rings XL,CAT-06,Toys,SUP-035,10479.77,17300,2022-10-17,Active
P-1192,Sebamed Baby Shampoo XL,CAT-06,Baby Bath & Care,SUP-034,11115.31,16250,2024-03-10,Active
P-1193,Cussons Baby Jelly 250ml XL,CAT-06,Baby Bath & Care,SUP-034,11811.7,17900,2024-03-24,Active
P-1194,Huggies Baby Wipes 3pk XL,CAT-06,Diapers & Wipes,SUP-033,2775.5,3750,2023-03-21,Active
P-1195,Sebamed Baby Shampoo XL,CAT-06,Baby Bath & Care,SUP-001,6086.33,7950,2022-01-14,Active
P-1196,LeapStart Teether Set XL,CAT-06,Toys,SUP-035,18235.86,24900,2023-08-13,Active
P-1197,FirstPlay Teether Set XL,CAT-06,Toys,SUP-035,28934.35,44900,2021-03-25,Discontinued
P-1198,Frisolac Formula Stage 1 900g XL,CAT-06,Baby Food,SUP-035,4285.97,6450,2019-03-26,Active
P-1199,Molfix Diapers Jumbo 44ct XL,CAT-06,Diapers & Wipes,SUP-003,10147.64,14750,2020-05-10,Active
P-1200,Frisolac Infant Cereal 400g XL,CAT-06,Baby Food,SUP-001,7294.72,10350,2021-01-16,Active
